,kingdom,phylum,class,order,family,genus,species
4363606f8e8ffd0515d20f2fcb276aaf,Eukaryota,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Bacillicladium,Bacillicladium lobatum
3660968fb751a522a532947b7b34d606,Eukaryota,Ascomycota,Leotiomycetes,Leotiales,Tympanidaceae,Tympanis,Tympanis pini
ee679b94d9aa4fd6a546aa2fa35443d2,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
b2fd4a0c7f72a5841473fe8095ffe8f4,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pyrenophora,Pyrenophora sieglingiae
9893bcc020abac0351744c484c4e88ae,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Thyrostroma,Thyrostroma ephedricola
2b32036dee504c6fe3835b8c820a0872,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Thyrostroma,Thyrostroma ephedricola
e3f2f6927ed1da6d5cbe195ac40c4931,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Pseudoophiobolus,NA
ea10c01d8edb78249e496e4df3ab1f5e,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
3d275f06a55168637b921a1644f9c2ab,Eukaryota,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,NA,Robertozyma,Robertozyma ningxiaensis
fe74bd2190fba628ee2cae586b335b5a,Eukaryota,Ascomycota,Arthoniomycetes,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,Phaeococcomyces eucalypti
da090eb89d1caf65b1ae73f3855d46f3,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
da1bb10ae924132be97baa2436131530,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
065ef1e20ff2ac3879b77495da5e4bf1,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
b254990d9b5dbc7b3bb03e3abf7c5b16,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Thyrostroma,Thyrostroma ephedricola
95f54c53948bbb2092c9e0326c648bab,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia procaviae
6a789e53566a829bc02d17b60dd27bb3,Eukaryota,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Blumeria,Blumeria americana
429df02fb3e5badfa49d60db6f9d2a50,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Thyrostroma,Thyrostroma ephedricola
93865d2b656b65ee34d81b25cc02a7f0,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
a13176ff899b044dd3582133e42815a3,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Thyrostroma,Thyrostroma ephedricola
108ae0df7bac4879c100ad0542298113,Eukaryota,Ascomycota,Dothideomycetes,Dothideales,NA,Selenophoma,Selenophoma linicola
f777d581473ebb475ef9d2d07f4df063,Eukaryota,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Dioszegia,Dioszegia crocea
3135db06ff4d7b8cded2a3e3f9496deb,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
26410908de880448796d7a3bca643bf8,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Sclerostagonospora,Sclerostagonospora pinguis
e340085f71b15de477e8fbf374259747,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
8a430151f710a6675c95bf616b3b040f,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
eee4c198cd74fc5a2eb1d5d0d849c927,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
e5cb57cec4bbe9b4f622d73a773e577b,Eukaryota,Ascomycota,Leotiomycetes,Leotiales,Tympanidaceae,Aotearoamyces,Aotearoamyces nothofagi
3174096867e1d338ba695fa8ff30124e,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
d6b9cd5114504c412e5e72e5538d72d4,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Comoclathris,Comoclathris lini
345ca2e3374fb35f9f7d342758a9ee7e,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Juncaceicola,Juncaceicola dactylidis
5c35b392d4fc5fda16540d4e2c57bb1e,Eukaryota,Ascomycota,Arthoniomycetes,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,Phaeococcomyces eucalypti
ca48f36eb88b96155e1b0a2fc482e872,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Thyrostroma,Thyrostroma ephedricola
3bef3f88036c4a8c930d4b1662efc461,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
aaa27d2a80b9432d14a8e326f3de0e1a,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
4ce8e2b3d8289c214354a3cb455cc9fb,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Ramimonilia,Ramimonilia apicalis
7276ea996144d111c2b8040034684c14,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Thyrostroma,Thyrostroma ephedricola
297201024cabd1a001d57703aac18647,Eukaryota,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,Sarcinomyces,Sarcinomyces crustaceus
0dc11b2bea36b0eb7716e7ac6d8d371e,Eukaryota,Basidiomycota,Cystobasidiomycetes,Erythrobasidiales,Erythrobasidiaceae,Bannoa,Bannoa syzygii
6610a7ed31454c644a4ae4724016118a,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
6db111dee9cdb145e42d4317b298afdf,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
142d7279967e92d92009f46b3c360a02,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
22aa62a7a8252ad3c1edc3272e4c327d,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
4b624f315862d4f47b25d1d507521c8f,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
762a7a88a1e2a7a33a199f0b0c066220,Eukaryota,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,NA,Robertozyma,Robertozyma ningxiaensis
ef182587da435e0f825593a3669b1281,Eukaryota,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Golovinomyces,Golovinomyces macrocarpus
ff4f0ce3d5dd8d4eba9786d1acb7e126,Eukaryota,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Tricharina,Tricharina praecox
5534da58fdb6cc6bf24ccf4e7d9ddc9d,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Thyrostroma,Thyrostroma ephedricola
2f3c5fc88e9acc76d4527441a74ca12b,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
7390056ce57981c2096a8e869ac5d0ac,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
c17b5b15fde7933149a6bd600015b3b9,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Thyrostroma,Thyrostroma ephedricola
7fdccfead7ed9be8686021b47fb4eca2,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
b4ad15bd9d56c15cca7a1822d3a53c45,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Neocucurbitaria,Neocucurbitaria keratinophila
9a93a66faf69aa3de7a461ccb6dc661b,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Thyrostroma,Thyrostroma ephedricola
99dadca09659476dbab5a4897e0088cd,Eukaryota,Ascomycota,Dothideomycetes,Dothideales,Dothideaceae,Endoconidioma,Endoconidioma populi
04a9fe211a18ca3bec3cda9c3e2f98a6,Eukaryota,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,Aureobasidium melanogenum
4640ce0fd910004eecd951d307aa6f12,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
c96a5a1613991e470f1557bf1d993f4f,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
4b256194834db183c2db841988fe3814,Eukaryota,Ascomycota,Leotiomycetes,Thelebolales,Thelebolaceae,Antarctomyces,Antarctomyces psychrotrophicus
f32ac0c41676cf8f65c648c403f9802b,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia procaviae
1b0d732ba0143bdac9ad2eb99a2beffb,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
8a05d45a726b505c42759d347ab2d2f8,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
0e1ea8e43b099f67d8f0dd8fb76bc8cf,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
de91af926e7b9468c81e82b4a995605a,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
d3386857b6eb2af32422327092adad14,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
4a1a585d3fd1c55b2916575f079f5cb4,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
43f4bdbaf709a14b11504771a2a3cc01,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia procaviae
f32d39b15acd5f43f71733669da2eb9e,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Thyrostroma,Thyrostroma ephedricola
a405515ef3ef9916e5ebd15cee946985,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
0b9bdba0746fff7ea6640691b2d2d012,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
7333ceaf1427d6e53b34bee0fa841e0c,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
1a792cfe4a4dcce5c226d8e76a5ae707,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
741ae873ab8188bad517f1e9493fb0e0,Eukaryota,Basidiomycota,Tremellomycetes,Tremellales,NA,NA,NA
2ce358ca842638b293cb2e4f00afb739,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Thyrostroma,Thyrostroma ephedricola
0b9dfdbfbcc5a117083f0eb6d43d3a1e,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Porodiplodiaceae,NA,[Chalara] clidemiae
0cab8d27e0fcb85088b8fac55f3ca44b,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
97899d5c85d222af2ceca2a742ff7a5f,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia procaviae
0a63583253a3c2f953ad884908ef807d,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Juncaceicola,Juncaceicola dactylidis
30fc6665d5fd528191e4b3bc5c97ebf0,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
161c341254c0217e11fe52d720ff095a,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Laburnicola,Laburnicola muriformis
1af3a45c0a09bcd2864d680270d97bfc,Eukaryota,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Physcia,Physcia occidentalis
b23cf7e01de98204abf9a984ffee4962,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
fc1b6a27bf27ea1d9e6065cfccc96004,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pyrenophora,Pyrenophora sieglingiae
042baaec60b43fc9fd3f386541e4c37f,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia procaviae
a3c761571406e66d035d5ef338dded31,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Thyrostroma,Thyrostroma ephedricola
a19708c5b8e5ac180621c122e48c105e,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
e3984cd52da9fb150d0cd71c4ebed350,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia canadensis
ffecbc1259287b5a64f1f1c47c73e83d,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
bb34d37cfd95e10c1d48ecc0741805d2,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
44c0ea9ea501f13337ab16368ac89347,Eukaryota,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Tausonia,Tausonia pamirica
672d219e4b426d446c0b223bfdd24f97,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Thyrostroma,Thyrostroma ephedricola
577982a33f842c9cfb79ab3bdfea990f,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Sulcispora,Sulcispora supratumida
a7dec81582cb5183c36ed9c2aefe056b,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Thyrostroma,Thyrostroma ephedricola
c753fcd5243ccad8c3ec85a2214d4acb,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
690d26cc5369a373d67df9b9e4a335af,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia procaviae
ec2a1a20e1828ecd73d199d31ddb37d2,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
10e3fa84959fec8aed4700f0d4415bda,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Teratosphaeria,Teratosphaeria agapanthi
3d3ba8b6eb30f1652af6250f3d0ba361,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
ac2bc5a88525009d0379b14f92aa1402,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
8ade474da1de37c67824c0c18b7d247b,Eukaryota,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Bergerella,Bergerella atrofusca
0d4db8a7028a7ab105f71a2d2a2cb18c,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
37c257620a92d19e2279932c07b748d7,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
9f98e1ff78fedd3d906a6ec304722440,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Thyrostroma,Thyrostroma ephedricola
dee16988a10014798958eae04ad7447c,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Ramimonilia,Ramimonilia apicalis
7ea7a2cd709e9d235fc0f1d0d39ad335,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
bdfbd943750efa5b1abb182ca85d0bc7,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
862a71fe520be2d726c3eef1019423a2,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
ead13818b47c33b124765412244a5247,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Dactylidina,Dactylidina shoemakeri
7ca4e1e654204fc88be3bb2ca670736b,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
fa2257031e0c117c9be34adc0f9cf07f,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
6e28fe165f8b104b219e367c2a7e628c,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Thyrostroma,Thyrostroma ephedricola
bf2ee3330864d5f7230e497978b8c64f,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
d8dc5d2d2742b866ecca61e62d70acbd,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
d715a98511044aa4a82c3ee5f13046e5,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Thyrostroma,Thyrostroma ephedricola
f2e509f2fd95d7111d75c532cd4d2bbe,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
275a88f81f97900619612549d6114266,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
2c225aa95e6ef153f2fba5c81abd2d9c,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Thyrostroma,Thyrostroma ephedricola
3e7872948f22f0292c88e425b24a0cf7,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Thyrostroma,Thyrostroma ephedricola
8e0aab5b6bc7694a84f22f4e6a53040a,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Porodiplodiaceae,NA,[Chalara] clidemiae
23f31f7313be2bd31c114603ab08eaa5,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
ae072ec3ee165130608af2ac1f2b5c19,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
73e81a6d213a2d6d79eaff991bed862f,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Thyrostroma,Thyrostroma ephedricola
719cc2db80d5ae0e0f6bd0ccb078edcc,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
8b5bd729c4471fdc3e875ac5df6ed390,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
16ab46ddfe84b53eb84ff86f05bdc368,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria malorum
ad42dc2438b805c3d2620a08e55796be,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
88c9750d51800c661df6265ecbebf96b,Eukaryota,Ascomycota,Arthoniomycetes,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,Phaeococcomyces eucalypti
a5d8bdf72293dba87e3b732e4826ed7b,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia procaviae
6aed1d1dfb4ffa01a388c9b6a9455b6e,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Thyrostroma,Thyrostroma ephedricola
a3da8d0ff24070692c14cda745ee57f7,Eukaryota,Ascomycota,Arthoniomycetes,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,Phaeococcomyces eucalypti
c44622b80e85251f13c7fc5e637d335e,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Jeremyomyces,Jeremyomyces labinae
3821ca284b3fb79cfa33c5d4d5dfdcb9,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,Cladosporium aggregatocicatricatum
8c022a77588e014f2ada3de6c37ed581,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
818b128c48d70d717586bf3bfb722e1d,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
1f20d1e4c6bbb245a527adb3ee2a15a3,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Populocrescentia,Populocrescentia ammophilae
8575cc9c99530e07260697850b8e933b,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
577ae4bf0f890d6440d00b909d090573,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
1a514b2511b00389013563d9fd0caec5,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
d942d9f0448e7ede390acbaf8035166d,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Coniothyriaceae,Staurosphaeria,Staurosphaeria rhamnicola
a6c9a863ecf1664b25f19031bfefb40c,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
ec32ccedaba3b99b3c497156ced10b0f,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Arbusculina,Arbusculina fragmentans
b38059eac4efb0978d0b99e3d5ff595e,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia procaviae
61084ef61cf690c0f82ead3de10088f8,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
7f8ca5e586b25630c5fa08e3feb6a7bc,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
5e1fe0d3cf84909fa0c12b26c5747e4f,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia procaviae
4d1d929b096d3f055f723622ea201aa0,Eukaryota,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,NA,Robertozyma,Robertozyma ningxiaensis
63f5e2d26ebebd446dc9ba8f6d172d63,Eukaryota,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,Taphrina americana
8e54f752ce3da2518ecce84e6e5c2c84,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Jeremyomyces,Jeremyomyces labinae
ed11e08d81185d1133a74edc76494142,Eukaryota,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Golovinomyces,Golovinomyces macrocarpus
6196880f974cb0a99abd4efab3978187,Eukaryota,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,Aureobasidium leucospermi
a840906162924c2f908264dab73686a4,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
d60cb792e36f62863825977657c253ab,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
df1bea047a708c011338e655b319c876,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Thyrostroma,Thyrostroma ephedricola
0b3d55474aac0a7e7a6f6451ec20c8d2,Eukaryota,Ascomycota,Arthoniomycetes,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,Phaeococcomyces eucalypti
0949fd59133b700abf1e0399ba0aec4c,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Thyrostroma,Thyrostroma ephedricola
dd1f5e4b833bcc22bb1bcc37f79baec7,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia procaviae
8ef85585568602654a4e39548c575a01,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
b23444ea396b1a503c6c32bf8aa40578,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Sulcispora,Sulcispora supratumida
bb58d0409b05f7da3a9c1fec9d71dcda,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia procaviae
5a4a6579dc714a2e46c7d31044166110,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
8cbac99902dde74092702d413acd0f73,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Stemphylium,Stemphylium botryosum
19c2579d2652744121070f3d26207e48,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
7c1beb488be2fd29db5e2b7cd1b52d1f,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Porodiplodiaceae,NA,[Chalara] clidemiae
b851445a0c818736b0a1aaa495189a55,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
8c34cfeff70dba82016a1a69f1f9a10a,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
804aad5e21190c385638ffdf8ff006ba,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
ea471ef1e64b58af6e997cbf9ac280dd,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
5fee92474c6b0de091dad6d3152404fa,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Thyrostroma,Thyrostroma ephedricola
e5218a21f2aa4e9dbbbccae363386bad,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
fe310dde23ab3f5877ed71b951f07a53,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Thyrostroma,Thyrostroma ephedricola
a5feffc743d2225d9405dbcd8334ce31,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
aceda82b0af988eeeb525c9778f97950,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
fefa0b4ae8e864311d862363816949d6,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Thyrostroma,Thyrostroma ephedricola
a153733c335333dcb36e278d0919f01c,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Thyrostroma,Thyrostroma ephedricola
98faa47700634156890c05d64fa97376,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Juncaceicola,Juncaceicola dactylidis
68655e021241de60e6ed95a8f4eff547,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Thyrostroma,Thyrostroma ephedricola
b53136102981b42ba21d9cce298b6683,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
7e678657303ba4f98b120f3aba7de544,Eukaryota,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Blumeria,Blumeria americana
